eegLowAlpha,eSenseMeditation,objectId,eegTheta,eegLowBeta,eegHighGamma,eegLowGamma,updatedAt,eegDelta,poorSignal,eegHighBeta,createdAt,eegHighAlpha,eSenseAttention
318479,91,hkiz2rWfQQ,657146,71566,218347,156204,2014-08-03T19:09:18.593Z,894418,0,269952,2014-08-03T19:09:18.593Z,302325,74
11367,91,JEMFOA2aYp,16456,22886,8297,16160,2014-08-03T19:09:19.529Z,134223,26,12680,2014-08-03T19:09:19.529Z,9454,74
0,0,eqo1yMTXPm,0,0,0,0,2014-08-03T19:09:19.829Z,0,0,0,2014-08-03T19:09:19.829Z,0,0
0,0,S1BiaSyX9D,0,0,0,0,2014-08-03T19:09:20.181Z,0,0,0,2014-08-03T19:09:20.181Z,0,0
2052507,87,zgnrwsCp4a,2556559,1447061,748698,1161041,2014-08-03T19:09:20.536Z,1018766,0,1067377,2014-08-03T19:09:20.536Z,1306468,74
0,0,nnyzQ10Dab,0,0,0,0,2014-08-03T19:09:21.411Z,0,0,0,2014-08-03T19:09:21.411Z,0,0
107793,87,cYUjsZMyMY,461272,147919,86768,198248,2014-08-03T19:09:21.578Z,2438635,0,162873,2014-08-03T19:09:21.578Z,190630,74
8256,87,pvijuD1Vo1,33887,3921,4048,4019,2014-08-03T19:09:22.484Z,744653,26,1342,2014-08-03T19:09:22.484Z,3220,74
10615,91,0RDIrSTQuD,86601,7925,2503,3297,2014-08-03T19:09:23.463Z,334887,0,2508,2014-08-03T19:09:23.463Z,13371,50
0,0,dTZAesgaDF,0,0,0,0,2014-08-03T19:09:24.286Z,0,0,0,2014-08-03T19:09:24.286Z,0,0
882,56,zfJqHEUsiU,61707,3596,1292,1403,2014-08-03T19:09:24.531Z,76117,0,2512,2014-08-03T19:09:24.531Z,1067,29
1273640,54,djQoG2fDEU,2569289,108344,171891,159771,2014-08-03T19:09:25.454Z,1283120,0,83132,2014-08-03T19:09:25.454Z,236588,3
0,0,SGq8qvz828,0,0,0,0,2014-08-03T19:09:25.858Z,0,0,0,2014-08-03T19:09:25.858Z,0,0
0,0,l5G2WD8C84,0,0,0,0,2014-08-03T19:09:26.099Z,0,0,0,2014-08-03T19:09:26.099Z,0,0
462346,56,eeQsDoHSHC,634158,189516,147594,121788,2014-08-03T19:09:26.938Z,1759619,0,211484,2014-08-03T19:09:26.938Z,116249,1
112557,56,Ooef0IRB90,278366,114722,67674,103002,2014-08-03T19:09:27.934Z,1141105,26,157341,2014-08-03T19:09:27.934Z,239582,1
68491,56,CyqZRy0ZQm,30596,22230,20758,32219,2014-08-03T19:09:28.438Z,128189,26,27607,2014-08-03T19:09:28.438Z,29415,1
0,0,gnZA9p7PJE,0,0,0,0,2014-08-03T19:09:29.081Z,0,0,0,2014-08-03T19:09:29.081Z,0,0
62787,66,Ozwr7ZYYQy,99224,171326,50277,57576,2014-08-03T19:09:30.077Z,389826,0,79105,2014-08-03T19:09:30.077Z,128389,29
0,0,sgZ3o0uFWS,0,0,0,0,2014-08-03T19:09:30.517Z,0,0,0,2014-08-03T19:09:30.517Z,0,0
0,0,DmK8b6Yv5P,0,0,0,0,2014-08-03T19:09:32.087Z,0,0,0,2014-08-03T19:09:32.087Z,0,0
0,0,oJE7p5Mg6X,0,0,0,0,2014-08-03T19:09:32.244Z,0,0,0,2014-08-03T19:09:32.244Z,0,0
515880,66,C2BG9cbcGE,1676376,403482,87262,250280,2014-08-03T19:09:34.890Z,2179058,26,155804,2014-08-03T19:09:34.890Z,180099,29
131717,66,gq3RaijK8l,186305,108016,49980,56387,2014-08-03T19:09:35.168Z,994567,26,72314,2014-08-03T19:09:35.168Z,55048,29
101053,66,kIal0cQzbc,673031,105221,63625,49116,2014-08-03T19:09:36.741Z,733206,26,158083,2014-08-03T19:09:36.741Z,177624,29
176535,84,k8ZPClBI34,2150769,138679,155052,19950,2014-08-03T19:09:39.286Z,2356833,0,80176,2014-08-03T19:09:39.286Z,229210,27
0,0,8m92z4eB94,0,0,0,0,2014-08-03T19:09:39.296Z,0,0,0,2014-08-03T19:09:39.296Z,0,0
0,0,ECKwTY58dI,0,0,0,0,2014-08-03T19:09:41.176Z,0,0,0,2014-08-03T19:09:41.176Z,0,0
67394,78,oxLK1PZ7Aq,274948,27742,16999,14886,2014-08-03T19:09:43.009Z,913229,0,36156,2014-08-03T19:09:43.009Z,36870,44
0,0,fkBNNVReuF,0,0,0,0,2014-08-03T19:09:43.144Z,0,0,0,2014-08-03T19:09:43.144Z,0,0
0,0,hKS9IchZeG,0,0,0,0,2014-08-03T19:09:45.222Z,0,0,0,2014-08-03T19:09:45.222Z,0,0
32146,78,4eDVoVti7O,520938,42785,12508,15402,2014-08-03T19:09:45.978Z,535276,51,100460,2014-08-03T19:09:45.978Z,120580,44
14754,78,KCR8obCljS,121024,5780,764,1121,2014-08-03T19:09:46.011Z,1063881,25,2342,2014-08-03T19:09:46.011Z,8987,44
14365,78,Ps5fWDg07U,52701,6674,306,603,2014-08-03T19:09:48.558Z,177733,25,608,2014-08-03T19:09:48.558Z,4606,44
199299,78,kBVz9TsvX9,1230442,187624,41938,100704,2014-08-03T19:09:49.682Z,645327,26,210699,2014-08-03T19:09:49.682Z,168154,44
223611,78,KkDd1CFgxw,366882,129287,28737,37773,2014-08-03T19:09:49.683Z,659849,0,98564,2014-08-03T19:09:49.683Z,105570,44
74428,78,8cyvK9DlV2,77910,23806,14018,13325,2014-08-03T19:09:53.151Z,906490,26,22643,2014-08-03T19:09:53.151Z,32272,44
240715,78,jj06Ira7UG,505616,33723,27260,22512,2014-08-03T19:09:54.365Z,200083,0,18852,2014-08-03T19:09:54.365Z,63613,16
75866,78,bkw8Y0a8e2,206497,92073,89023,100630,2014-08-03T19:09:54.372Z,607530,26,84361,2014-08-03T19:09:54.372Z,128397,44
0,0,mvHigZgavT,0,0,0,0,2014-08-03T19:09:56.161Z,0,0,0,2014-08-03T19:09:56.161Z,0,0
96433,78,SnqTWxLVvF,117072,43793,57005,94498,2014-08-03T19:09:56.458Z,307776,26,118775,2014-08-03T19:09:56.458Z,34043,16
0,0,rHaTtgW2W3,0,0,0,0,2014-08-03T19:09:56.477Z,0,0,0,2014-08-03T19:09:56.477Z,0,0
0,0,a4tIlOpM8O,0,0,0,0,2014-08-03T19:09:58.368Z,0,0,0,2014-08-03T19:09:58.368Z,0,0
221658,78,G4XIGbhVeV,543279,173259,21575,58060,2014-08-03T19:09:58.372Z,390234,26,122136,2014-08-03T19:09:58.372Z,298333,16
33420,78,clGhziWw4K,103357,6117,6160,4505,2014-08-03T19:09:59.072Z,458621,26,10204,2014-08-03T19:09:59.072Z,19597,16
0,0,jYBEfAOyra,0,0,0,0,2014-08-03T19:09:59.118Z,0,0,0,2014-08-03T19:09:59.118Z,0,0
0,0,q7FHIbFoyJ,0,0,0,0,2014-08-03T19:09:59.896Z,0,0,0,2014-08-03T19:09:59.896Z,0,0
0,0,p8iga5hTfS,0,0,0,0,2014-08-03T19:10:00.011Z,0,0,0,2014-08-03T19:10:00.011Z,0,0
63714,78,cs6rqveYK0,228238,26682,9553,23569,2014-08-03T19:10:00.078Z,2464331,51,63638,2014-08-03T19:10:00.078Z,24164,16
197243,78,SGEiMOZXyh,389239,113115,26132,34574,2014-08-03T19:10:00.190Z,856230,51,10461,2014-08-03T19:10:00.190Z,218357,16
200068,78,9zGNCrWaBT,388970,102753,5440,16889,2014-08-03T19:10:00.238Z,1438149,26,35833,2014-08-03T19:10:00.238Z,127986,16
22384,78,mOPKi6tmZ8,122994,66843,18460,34269,2014-08-03T19:10:00.377Z,313131,26,23692,2014-08-03T19:10:00.377Z,18878,16
83021,78,3zg8wFGHxr,133022,211400,31937,33748,2014-08-03T19:10:00.419Z,247463,51,77479,2014-08-03T19:10:00.419Z,170767,16
29545,78,Akl49cUsXk,61571,8660,12534,53454,2014-08-03T19:10:00.543Z,477047,51,34768,2014-08-03T19:10:00.543Z,41456,16
11389,93,f505Cz2hjS,32308,10502,3383,6097,2014-08-03T19:10:00.728Z,351733,0,15113,2014-08-03T19:10:00.728Z,22730,38
173174,78,RrDG3q8kx6,138683,34425,8873,12019,2014-08-03T19:10:00.727Z,425487,25,37127,2014-08-03T19:10:00.727Z,120306,16
0,0,FidFyKemvE,0,0,0,0,2014-08-03T19:10:00.936Z,0,0,0,2014-08-03T19:10:00.936Z,0,0
0,0,l16rWvfbQX,0,0,0,0,2014-08-03T19:10:00.941Z,0,0,0,2014-08-03T19:10:00.941Z,0,0
0,0,Etl8BOoJJs,0,0,0,0,2014-08-03T19:10:01.132Z,0,0,0,2014-08-03T19:10:01.132Z,0,0
0,0,k3T1P80aak,0,0,0,0,2014-08-03T19:10:01.147Z,0,0,0,2014-08-03T19:10:01.147Z,0,0
0,0,Dz9u2yJiOA,0,0,0,0,2014-08-03T19:10:01.340Z,0,0,0,2014-08-03T19:10:01.340Z,0,0
191055,93,FoKkAyKCpW,1084105,111635,80668,30726,2014-08-03T19:10:01.410Z,1835291,0,189283,2014-08-03T19:10:01.410Z,187571,41
24236,78,SQmrR12tPE,200031,87928,21280,29861,2014-08-03T19:10:01.515Z,1039040,0,78358,2014-08-03T19:10:01.515Z,32102,50
0,0,EiMCtcfyJZ,0,0,0,0,2014-08-03T19:10:01.764Z,0,0,0,2014-08-03T19:10:01.764Z,0,0
0,0,sj7cEgYz2G,0,0,0,0,2014-08-03T19:10:01.788Z,0,0,0,2014-08-03T19:10:01.788Z,0,0
25755,57,zZAJ8yrikF,220880,12461,4107,6282,2014-08-03T19:10:02.004Z,1288280,0,13147,2014-08-03T19:10:02.004Z,828,57
0,0,Aeaze3fCHU,0,0,0,0,2014-08-03T19:10:02.016Z,0,0,0,2014-08-03T19:10:02.016Z,0,0
0,0,gLuayg3cZo,0,0,0,0,2014-08-03T19:10:02.233Z,0,0,0,2014-08-03T19:10:02.233Z,0,0
2721,43,v2JwpSJbBH,233491,1920,6191,3850,2014-08-03T19:10:02.257Z,898191,0,3628,2014-08-03T19:10:02.257Z,33098,29
105474,48,X3KD58XyGr,244357,24762,8444,14450,2014-08-03T19:10:02.426Z,2184905,0,29756,2014-08-03T19:10:02.426Z,27160,26
14298,56,pBSCNPxkN4,74848,78287,13056,5154,2014-08-03T19:10:02.475Z,761570,0,37292,2014-08-03T19:10:02.475Z,42922,26
23377,66,MrI5m0LjxK,238483,29309,10450,11364,2014-08-03T19:10:02.632Z,1691343,0,28144,2014-08-03T19:10:02.632Z,46299,37
0,0,1IbyDUrcIb,0,0,0,0,2014-08-03T19:10:02.769Z,0,0,0,2014-08-03T19:10:02.769Z,0,0
92064,78,Lna6mpsLTH,230731,11175,9660,11646,2014-08-03T19:10:02.843Z,851684,0,8328,2014-08-03T19:10:02.843Z,17298,43
0,0,qeS8VIx550,0,0,0,0,2014-08-03T19:10:02.997Z,0,0,0,2014-08-03T19:10:02.997Z,0,0
14358,77,nRn7j1WCED,83390,9509,6737,8862,2014-08-03T19:10:03.031Z,1317746,0,8145,2014-08-03T19:10:03.031Z,27305,40
0,0,A5HLGpqBCx,0,0,0,0,2014-08-03T19:10:03.195Z,0,0,0,2014-08-03T19:10:03.195Z,0,0
22933,77,pHobbxn29T,66440,25901,18530,15247,2014-08-03T19:10:03.302Z,1307411,0,13452,2014-08-03T19:10:03.302Z,5324,34
0,0,ZcKy14vW7Q,0,0,0,0,2014-08-03T19:10:04.010Z,0,0,0,2014-08-03T19:10:04.010Z,0,0
110576,81,rxaLzd9Kry,357613,20375,8996,15349,2014-08-03T19:10:04.315Z,1623934,0,16065,2014-08-03T19:10:04.315Z,48888,23
0,0,1e3cb2I3Td,0,0,0,0,2014-08-03T19:10:04.878Z,0,0,0,2014-08-03T19:10:04.878Z,0,0
3440,66,uGTXi3d0A8,29103,5956,1120,1515,2014-08-03T19:10:05.346Z,927356,0,6153,2014-08-03T19:10:05.346Z,1594,43
19826,70,1Qv5l4AwUi,23715,7886,1067,4091,2014-08-03T19:10:06.302Z,591876,0,3076,2014-08-03T19:10:06.302Z,2879,43
0,0,6YFQTFU5R4,0,0,0,0,2014-08-03T19:10:06.944Z,0,0,0,2014-08-03T19:10:06.944Z,0,0
0,0,OIJiTmlj5v,0,0,0,0,2014-08-03T19:10:07.264Z,0,0,0,2014-08-03T19:10:07.264Z,0,0
15371,54,7wNgXdgjDI,443446,15161,14062,11404,2014-08-03T19:10:07.343Z,1637675,0,19171,2014-08-03T19:10:07.343Z,13672,29
5593,53,CeGIVwfMB9,20397,4659,1868,3920,2014-08-03T19:10:08.327Z,253249,0,6930,2014-08-03T19:10:08.327Z,5525,50
0,0,mATVVNlo1E,0,0,0,0,2014-08-03T19:10:08.989Z,0,0,0,2014-08-03T19:10:08.989Z,0,0
2631,51,RypuAiQVjp,29643,6979,976,9701,2014-08-03T19:10:09.324Z,548772,0,6281,2014-08-03T19:10:09.324Z,1867,50
0,0,ASc66R3pRi,0,0,0,0,2014-08-03T19:10:09.890Z,0,0,0,2014-08-03T19:10:09.890Z,0,0
0,0,P35zu5VeNT,0,0,0,0,2014-08-03T19:10:10.218Z,0,0,0,2014-08-03T19:10:10.218Z,0,0
88984,47,VBLlEb5zkN,212572,40167,8654,13518,2014-08-03T19:10:10.485Z,1346290,0,12862,2014-08-03T19:10:10.485Z,18189,44
64846,69,MZ9jhvfk4J,160002,12982,21292,21778,2014-08-03T19:10:11.280Z,232708,0,37109,2014-08-03T19:10:11.280Z,33563,57
0,0,xhqimh80DQ,0,0,0,0,2014-08-03T19:10:11.850Z,0,0,0,2014-08-03T19:10:11.850Z,0,0
9716,54,EJtWwvvLie,410951,38077,17048,25103,2014-08-03T19:10:12.990Z,1945555,0,18531,2014-08-03T19:10:12.990Z,35108,41
47845,75,APBpN9460o,80204,8224,6684,10945,2014-08-03T19:10:13.281Z,930742,0,7804,2014-08-03T19:10:13.281Z,5425,29
0,0,Wz5rsAS46X,0,0,0,0,2014-08-03T19:10:13.325Z,0,0,0,2014-08-03T19:10:13.325Z,0,0
25647,81,ugxndLPdvH,75461,16272,3728,7920,2014-08-03T19:10:14.316Z,3102449,0,7144,2014-08-03T19:10:14.316Z,37252,30
74673,77,9zjCMgaKx9,213144,89324,4345,9630,2014-08-03T19:10:15.286Z,582693,0,16387,2014-08-03T19:10:15.286Z,31072,21
99045,88,MT7SEi4gXZ,516160,25172,7248,20895,2014-08-03T19:10:16.345Z,950492,0,21055,2014-08-03T19:10:16.345Z,41119,17
0,0,mpOVuYTx9R,0,0,0,0,2014-08-03T19:10:16.834Z,0,0,0,2014-08-03T19:10:16.834Z,0,0
0,0,UMJA3e2xk0,0,0,0,0,2014-08-03T19:10:17.179Z,0,0,0,2014-08-03T19:10:17.179Z,0,0
17996,77,hXIL8DqcVx,114901,10762,2681,4938,2014-08-03T19:10:17.474Z,843467,0,3955,2014-08-03T19:10:17.474Z,10450,11
6002,67,3NOJ3PpDrf,54669,10775,3582,1541,2014-08-03T19:10:18.293Z,410854,0,7774,2014-08-03T19:10:18.293Z,18380,20
0,0,Ds4uOcRnwJ,0,0,0,0,2014-08-03T19:10:18.888Z,0,0,0,2014-08-03T19:10:18.888Z,0,0
0,0,dcMBcwDX93,0,0,0,0,2014-08-03T19:10:19.152Z,0,0,0,2014-08-03T19:10:19.152Z,0,0
277398,81,f485WwxrQJ,115296,157483,22046,27159,2014-08-03T19:10:19.415Z,1628511,0,11243,2014-08-03T19:10:19.415Z,134618,8
18546,91,b4NFuCW7XS,114301,16897,5058,8482,2014-08-03T19:10:20.240Z,775152,0,10921,2014-08-03T19:10:20.240Z,74071,13
14732,100,XqVX60SJIv,5487,5894,1076,2984,2014-08-03T19:10:21.297Z,66163,0,4900,2014-08-03T19:10:21.297Z,9121,30
0,0,EFmf2DO1WT,0,0,0,0,2014-08-03T19:10:21.809Z,0,0,0,2014-08-03T19:10:21.809Z,0,0
24660,100,umeNT4bU3m,113917,6949,6206,8069,2014-08-03T19:10:22.282Z,304217,0,33004,2014-08-03T19:10:22.282Z,8985,40
9001,93,q9E8QUKxQi,28548,6229,2284,6732,2014-08-03T19:10:23.223Z,808060,0,5822,2014-08-03T19:10:23.223Z,8272,60
26577,93,WKT8AxSfqZ,108405,8599,13343,11118,2014-08-03T19:10:24.256Z,562340,0,12812,2014-08-03T19:10:24.256Z,53765,61
20172,77,rWZ6w2VAws,46537,5038,5040,8455,2014-08-03T19:10:25.285Z,36088,0,20689,2014-08-03T19:10:25.285Z,1519,67
9345,77,iGFmiDNI1P,10945,16961,6843,8921,2014-08-03T19:10:26.225Z,44562,0,27938,2014-08-03T19:10:26.225Z,3164,80
8388,74,FdKzs8BnJn,25668,5153,2210,4415,2014-08-03T19:10:27.213Z,208176,0,6646,2014-08-03T19:10:27.213Z,5013,80
5124,47,I8c9sn7z6j,156812,15205,3924,4089,2014-08-03T19:10:28.222Z,686738,0,5627,2014-08-03T19:10:28.222Z,3362,70
30519,53,ca4Urm1Fc3,48398,3628,9048,37772,2014-08-03T19:10:29.231Z,828436,0,33731,2014-08-03T19:10:29.231Z,12681,69
2299,50,ziQcFk7Lu7,36783,3275,531,1355,2014-08-03T19:10:30.217Z,521826,0,1894,2014-08-03T19:10:30.217Z,4932,38
1884,43,4Zt8a0xdRr,17862,5583,1557,1271,2014-08-03T19:10:31.217Z,157963,0,1171,2014-08-03T19:10:31.217Z,3010,27
1282,61,xUfeMs5YVt,10791,4971,1580,1979,2014-08-03T19:10:32.281Z,7080,0,20399,2014-08-03T19:10:32.281Z,7805,60
7936,64,mqQz84lhbd,19286,1416,2693,2335,2014-08-03T19:10:33.211Z,22393,0,7422,2014-08-03T19:10:33.211Z,14316,53
25644,88,9WuFg2z0rJ,6977,6281,3056,863,2014-08-03T19:10:34.207Z,38503,0,5305,2014-08-03T19:10:34.207Z,6532,63
6395,94,SZ5nAy3PcN,19245,647,2744,5195,2014-08-03T19:10:35.172Z,2611,0,3021,2014-08-03T19:10:35.172Z,3952,69
32586,100,Tbi3Uk6fqq,32959,6488,1333,1306,2014-08-03T19:10:36.234Z,54804,0,4516,2014-08-03T19:10:36.234Z,5314,43
7215,100,JSd94FP0QY,23979,3739,853,1170,2014-08-03T19:10:37.176Z,141760,0,1396,2014-08-03T19:10:37.176Z,5792,27
0,0,MCyKO1JUF4,0,0,0,0,2014-08-03T19:10:37.853Z,0,0,0,2014-08-03T19:10:37.853Z,0,0
42922,80,C0qlWNcJE7,246806,18052,14836,11799,2014-08-03T19:10:38.243Z,310007,0,21217,2014-08-03T19:10:38.243Z,22466,21
8225,77,UGeyqd6TLc,72625,27927,22425,19867,2014-08-03T19:10:39.185Z,911117,0,33108,2014-08-03T19:10:39.185Z,37432,34
60385,54,9SfsjbbqxM,607310,67845,12025,20445,2014-08-03T19:10:40.229Z,631542,0,36792,2014-08-03T19:10:40.229Z,15634,30
7514,60,QpknCXL4e6,17084,2274,1573,1230,2014-08-03T19:10:41.187Z,181045,0,2735,2014-08-03T19:10:41.187Z,6702,38
0,0,37zQvpcakG,0,0,0,0,2014-08-03T19:10:41.809Z,0,0,0,2014-08-03T19:10:41.809Z,0,0
0,0,4gkKEmd6qf,0,0,0,0,2014-08-03T19:10:42.112Z,0,0,0,2014-08-03T19:10:42.112Z,0,0
9289,50,Lm1zXxw1Ez,126489,9469,6002,2742,2014-08-03T19:10:42.379Z,162793,0,5060,2014-08-03T19:10:42.379Z,4539,34
20477,40,gZpJcSpIWM,254545,21811,4962,9471,2014-08-03T19:10:43.174Z,2543590,0,15866,2014-08-03T19:10:43.174Z,13934,16
27173,54,qc6jMMOEon,69490,13747,4630,3143,2014-08-03T19:10:44.175Z,567161,0,17568,2014-08-03T19:10:44.175Z,24513,26
3755,54,nw1PNSSe9I,46806,9090,1939,3658,2014-08-03T19:10:45.171Z,96039,0,8735,2014-08-03T19:10:45.171Z,36293,29
2346,61,gbSTS88klm,39861,2998,981,1403,2014-08-03T19:10:46.191Z,69710,0,1279,2014-08-03T19:10:46.191Z,5365,26
7523,70,8IQAPeIdNh,30914,10611,3630,2541,2014-08-03T19:10:47.182Z,19897,0,6416,2014-08-03T19:10:47.182Z,7176,35
10291,74,PPAJ9veFMl,19411,7612,2009,3784,2014-08-03T19:10:48.161Z,17423,0,5264,2014-08-03T19:10:48.161Z,7631,34
2882,64,UsXuYQmokC,16435,3047,2686,2717,2014-08-03T19:10:49.114Z,64638,0,3580,2014-08-03T19:10:49.114Z,3849,37
3628,87,TlsLCI0O8K,2566,600,381,729,2014-08-03T19:10:50.166Z,124783,0,1071,2014-08-03T19:10:50.166Z,4544,50
10311,77,Gex2yAVMeB,111689,6743,8717,3505,2014-08-03T19:10:51.189Z,784209,0,3945,2014-08-03T19:10:51.189Z,3029,37
4279,63,9zMSUQxkwp,49925,14468,10754,15109,2014-08-03T19:10:52.139Z,127947,0,24512,2014-08-03T19:10:52.139Z,10844,44
9301,64,gl5Re0VBt5,41883,4978,1238,3175,2014-08-03T19:10:53.125Z,168559,0,5353,2014-08-03T19:10:53.125Z,8316,41
12391,53,N8Ky2mcXov,21721,8275,1291,3482,2014-08-03T19:10:54.174Z,41691,0,7571,2014-08-03T19:10:54.174Z,10251,44
51772,67,2hlrct5LDg,100166,9186,6665,7514,2014-08-03T19:10:55.164Z,119305,0,7291,2014-08-03T19:10:55.164Z,14996,48
0,0,2VesTGwt2I,0,0,0,0,2014-08-03T19:10:55.703Z,0,0,0,2014-08-03T19:10:55.703Z,0,0
6498,69,hzXeKc8vdk,28984,5627,555,1662,2014-08-03T19:10:56.128Z,456282,0,3303,2014-08-03T19:10:56.128Z,763,35
96778,63,y49xJ2bA6y,566340,182918,25468,45297,2014-08-03T19:10:57.129Z,1650413,0,96823,2014-08-03T19:10:57.129Z,50734,40
0,0,Ce4b0VHEXh,0,0,0,0,2014-08-03T19:10:58.004Z,0,0,0,2014-08-03T19:10:58.004Z,0,0
32487,61,QZce1nnzOC,85567,4305,6105,6927,2014-08-03T19:10:58.368Z,679872,0,7824,2014-08-03T19:10:58.368Z,10750,29
4241,57,Y4JhD8CZOn,12958,816,4724,5353,2014-08-03T19:10:59.121Z,203754,0,4418,2014-08-03T19:10:59.121Z,3260,44
273420,80,SIR8YVE6sK,162768,23225,49731,39024,2014-08-03T19:11:00.110Z,514405,0,24320,2014-08-03T19:11:00.110Z,95525,38
0,0,YKLJzrOXa0,0,0,0,0,2014-08-03T19:11:00.707Z,0,0,0,2014-08-03T19:11:00.707Z,0,0
9791,91,II5EfWE0a3,20637,2194,1271,1717,2014-08-03T19:11:01.098Z,196939,0,3824,2014-08-03T19:11:01.098Z,6466,35
157694,93,Jy9AXEySwt,465364,100005,8147,8816,2014-08-03T19:11:02.123Z,1003645,0,17413,2014-08-03T19:11:02.123Z,143924,26
30834,90,DTEw6iVt0b,217072,22316,9908,10737,2014-08-03T19:11:03.105Z,2022642,0,9966,2014-08-03T19:11:03.105Z,37463,8
0,0,xPtGEccVUm,0,0,0,0,2014-08-03T19:11:03.755Z,0,0,0,2014-08-03T19:11:03.755Z,0,0
248969,83,LbChUqDwGv,339460,49321,27730,56930,2014-08-03T19:11:04.128Z,1446271,0,47304,2014-08-03T19:11:04.128Z,209456,11
0,0,hRazjiTyXu,0,0,0,0,2014-08-03T19:11:04.794Z,0,0,0,2014-08-03T19:11:04.794Z,0,0
1502,70,KazQMhI8rj,28389,1811,2081,1852,2014-08-03T19:11:05.099Z,100629,0,1864,2014-08-03T19:11:05.099Z,4494,7
7723,48,yom0K8GZTr,398124,15405,15179,24394,2014-08-03T19:11:06.077Z,303740,0,18560,2014-08-03T19:11:06.077Z,16127,11
0,0,VOXbIMVqhK,0,0,0,0,2014-08-03T19:11:06.794Z,0,0,0,2014-08-03T19:11:06.794Z,0,0
49883,53,VWB2v5UozK,95762,7579,3898,6339,2014-08-03T19:11:07.087Z,503060,0,6431,2014-08-03T19:11:07.087Z,6727,13
0,0,h4zZyP0lhJ,0,0,0,0,2014-08-03T19:11:07.735Z,0,0,0,2014-08-03T19:11:07.735Z,0,0
157225,44,qrLTXWiIY5,337324,42690,16405,32049,2014-08-03T19:11:08.083Z,365153,0,14917,2014-08-03T19:11:08.083Z,9891,8
0,0,Z4don1oTfd,0,0,0,0,2014-08-03T19:11:08.867Z,0,0,0,2014-08-03T19:11:08.867Z,0,0
39675,54,KmhaQUpXX3,76589,20573,11422,9524,2014-08-03T19:11:09.201Z,152475,0,5986,2014-08-03T19:11:09.201Z,8839,7
24654,78,D4sF2SJCQ7,29619,14014,18244,17646,2014-08-03T19:11:10.092Z,192779,0,14329,2014-08-03T19:11:10.092Z,8895,20
5361,74,4jqggjMKHN,20996,4420,1658,1110,2014-08-03T19:11:11.034Z,83118,0,1161,2014-08-03T19:11:11.034Z,2004,20
13990,66,Gg3fb8nZqm,70310,14715,3596,6444,2014-08-03T19:11:12.106Z,907047,0,15443,2014-08-03T19:11:12.106Z,8294,37
0,0,316Zsti0zp,0,0,0,0,2014-08-03T19:11:12.799Z,0,0,0,2014-08-03T19:11:12.799Z,0,0
0,0,yxeIyqGyqq,0,0,0,0,2014-08-03T19:11:13.434Z,0,0,0,2014-08-03T19:11:13.434Z,0,0
0,0,1h8m9J9W1q,0,0,0,0,2014-08-03T19:11:13.888Z,0,0,0,2014-08-03T19:11:13.888Z,0,0
98643,54,hqj06jviv6,737846,28637,5927,13098,2014-08-03T19:11:13.916Z,3959871,0,27618,2014-08-03T19:11:13.916Z,21132,34
2271,43,JxEcKAm17V,35297,6606,2926,2173,2014-08-03T19:11:14.286Z,476481,0,6160,2014-08-03T19:11:14.286Z,5766,29
14804,40,T8kgZtIlaC,257761,87992,9153,16502,2014-08-03T19:11:15.094Z,885605,0,19810,2014-08-03T19:11:15.094Z,62983,34
0,0,X5Ov9SLdP4,0,0,0,0,2014-08-03T19:11:15.740Z,0,0,0,2014-08-03T19:11:15.740Z,0,0
9349,47,8GPwM4YmDx,17397,13841,2862,2390,2014-08-03T19:11:16.079Z,274249,0,6906,2014-08-03T19:11:16.079Z,7510,34
15888,54,wFcJij8aAm,376282,48038,25870,32257,2014-08-03T19:11:17.040Z,1635188,0,59198,2014-08-03T19:11:17.040Z,132760,44
25073,60,B7cZag80eC,235169,44619,7773,15085,2014-08-03T19:11:18.043Z,1460681,0,13827,2014-08-03T19:11:18.043Z,53568,34
9253,81,FV3Ab8ifxe,4458,2275,448,460,2014-08-03T19:11:19.027Z,43980,0,576,2014-08-03T19:11:19.027Z,5603,27
43078,83,79XKkqtk46,107581,11279,895,1144,2014-08-03T19:11:20.045Z,25330,0,6178,2014-08-03T19:11:20.045Z,29289,13
17594,83,KkKClBgAJQ,108331,30590,3597,7868,2014-08-03T19:11:21.036Z,135347,0,14612,2014-08-03T19:11:21.036Z,31537,13
36249,91,TV9F8sswr6,83806,25844,11770,21449,2014-08-03T19:11:22.042Z,285218,0,19577,2014-08-03T19:11:22.042Z,49711,21
28761,77,LUCc3nSQ6k,32147,34109,9003,11969,2014-08-03T19:11:23.086Z,109304,0,31045,2014-08-03T19:11:23.086Z,11778,47
0,0,Sj2ROLliRK,0,0,0,0,2014-08-03T19:11:23.831Z,0,0,0,2014-08-03T19:11:23.831Z,0,0
210436,78,RlY9dQJYZq,326842,72624,79463,73623,2014-08-03T19:11:24.212Z,2375333,0,73459,2014-08-03T19:11:24.212Z,104625,56
51513,81,Hlk9S8aGA6,151106,21023,7899,36656,2014-08-03T19:11:25.081Z,340905,0,20216,2014-08-03T19:11:25.081Z,24513,56
45529,83,Gnr5uRcyJK,61307,27629,9383,8235,2014-08-03T19:11:26.001Z,566734,0,24600,2014-08-03T19:11:26.001Z,33482,60
0,0,mAkS6lvLvJ,0,0,0,0,2014-08-03T19:11:26.752Z,0,0,0,2014-08-03T19:11:26.752Z,0,0
