eegLowAlpha,eSenseMeditation,objectId,eegTheta,eegLowBeta,eegHighGamma,eegLowGamma,updatedAt,eegDelta,poorSignal,eegHighBeta,createdAt,eegHighAlpha,eSenseAttention
0,0,1q4aMUDhaJ,0,0,0,0,2014-08-03T19:35:50.100Z,0,0,0,2014-08-03T19:35:50.100Z,0,0
10083,41,biJt3ZbmRv,49231,6963,1146,2329,2014-08-03T19:35:50.107Z,562431,0,5458,2014-08-03T19:35:50.107Z,3041,38
3435,47,0WoOQZUXHw,71818,13262,8559,4660,2014-08-03T19:35:51.155Z,162850,0,20505,2014-08-03T19:35:51.155Z,27395,48
8470,44,nxJwlaUD7n,67113,2391,5034,7150,2014-08-03T19:35:52.122Z,22421,0,4651,2014-08-03T19:35:52.122Z,6758,38
1716,27,QQySnDnBiy,15064,11001,2541,4479,2014-08-03T19:35:53.113Z,3005,0,8370,2014-08-03T19:35:53.113Z,6716,56
11709,40,v8YjeZkYg8,18904,4740,4746,2632,2014-08-03T19:35:54.155Z,3767,0,3485,2014-08-03T19:35:54.155Z,6416,57
5571,37,3Rkcs7cQ3A,43614,2504,10992,3888,2014-08-03T19:35:55.083Z,36366,0,7049,2014-08-03T19:35:55.083Z,6533,51
26348,54,elzsg2gjok,11047,14040,1592,3851,2014-08-03T19:35:56.136Z,6331,0,6640,2014-08-03T19:35:56.136Z,10037,61
7868,57,8gFMCeZQ3e,23441,2734,4780,7678,2014-08-03T19:35:57.094Z,6317,0,6410,2014-08-03T19:35:57.094Z,3406,53
12536,61,0LuW8HxQDY,4822,11351,3587,4540,2014-08-03T19:35:58.105Z,4321,0,7442,2014-08-03T19:35:58.105Z,7764,64
4762,67,eugwdZHS0H,22540,4718,2482,3143,2014-08-03T19:35:59.099Z,3138,0,4403,2014-08-03T19:35:59.099Z,10338,64
37361,77,73uaz87DDn,15887,1698,2421,1326,2014-08-03T19:36:00.092Z,23021,0,3874,2014-08-03T19:36:00.092Z,15345,54
4537,74,IsuNJdQCjM,19845,9624,5129,2847,2014-08-03T19:36:01.068Z,40026,0,8494,2014-08-03T19:36:01.068Z,5470,61
39558,56,aAQRE1qbgZ,210034,20723,6041,4038,2014-08-03T19:36:02.152Z,171686,0,15438,2014-08-03T19:36:02.152Z,8231,44
11336,48,p6hjaJsni9,65339,5510,1615,6227,2014-08-03T19:36:03.158Z,15843,0,5136,2014-08-03T19:36:03.158Z,3736,38
45124,37,yUOTMjZJbP,37369,14915,2989,2797,2014-08-03T19:36:04.096Z,30717,0,5389,2014-08-03T19:36:04.096Z,6349,40
4647,30,5Pdqf3Gspz,27588,5659,7131,3922,2014-08-03T19:36:05.089Z,7195,0,3858,2014-08-03T19:36:05.089Z,1416,29
4739,41,ZGGyZM7kXE,10071,4287,611,1147,2014-08-03T19:36:06.077Z,97910,0,2728,2014-08-03T19:36:06.077Z,3524,40
43757,51,u0RWKTAIOv,109988,25971,6999,8376,2014-08-03T19:36:07.042Z,17262,0,16175,2014-08-03T19:36:07.042Z,34103,41
63492,43,rr8WpAN4Z5,271587,35941,6859,18360,2014-08-03T19:36:08.067Z,1540670,0,36876,2014-08-03T19:36:08.067Z,56006,48
28459,53,6qsNMfJd9f,36163,23641,5350,3145,2014-08-03T19:36:09.060Z,3864,0,8011,2014-08-03T19:36:09.060Z,1635,48
0,0,tYRe7dSVSq,0,0,0,0,2014-08-03T19:36:09.600Z,0,0,0,2014-08-03T19:36:09.600Z,0,0
2670,29,T90x3P8kCA,171486,19546,6232,1350,2014-08-03T19:36:10.053Z,337735,0,8352,2014-08-03T19:36:10.053Z,1568,37
0,0,hlWmCNcJX7,0,0,0,0,2014-08-03T19:36:10.596Z,0,0,0,2014-08-03T19:36:10.596Z,0,0
61961,34,Wkmsujwm4B,132198,31902,9632,6463,2014-08-03T19:36:11.063Z,533113,0,11622,2014-08-03T19:36:11.063Z,22445,30
0,0,9xMys9HPs0,0,0,0,0,2014-08-03T19:36:11.614Z,0,0,0,2014-08-03T19:36:11.614Z,0,0
1969,35,uTDeIvyHTI,12171,4952,694,941,2014-08-03T19:36:12.053Z,434140,0,2138,2014-08-03T19:36:12.053Z,2179,35
10404,37,g0kGP09SVs,26918,1233,5616,4186,2014-08-03T19:36:13.044Z,3458,0,4884,2014-08-03T19:36:13.044Z,2490,35
12097,67,YBBHvQXKHj,13162,6110,1806,1242,2014-08-03T19:36:14.033Z,223263,0,3478,2014-08-03T19:36:14.033Z,8923,41
7294,63,4fKxMIH6DY,29457,4007,7236,9737,2014-08-03T19:36:15.032Z,10297,0,5939,2014-08-03T19:36:15.032Z,3785,51
2811,63,cXt9U9Ckls,10080,6480,1545,644,2014-08-03T19:36:16.053Z,144771,0,4195,2014-08-03T19:36:16.053Z,3187,60
4862,63,v8MVFQhstq,37598,2390,16447,5203,2014-08-03T19:36:17.047Z,8234,0,16130,2014-08-03T19:36:17.047Z,13866,67
11649,50,Xe7VzR5gFL,87508,4938,2294,4662,2014-08-03T19:36:18.022Z,266542,0,15418,2014-08-03T19:36:18.022Z,8209,74
0,0,wxkrd5bkew,0,0,0,0,2014-08-03T19:36:18.639Z,0,0,0,2014-08-03T19:36:18.639Z,0,0
14181,41,8WhPuFbUwn,302741,76052,14669,9328,2014-08-03T19:36:19.065Z,389555,0,24357,2014-08-03T19:36:19.065Z,27411,64
19800,43,vTgZNxLzHc,113251,16452,6100,9172,2014-08-03T19:36:20.029Z,168272,0,9755,2014-08-03T19:36:20.029Z,21788,48
0,0,DWnbtYaWk8,0,0,0,0,2014-08-03T19:36:20.031Z,0,0,0,2014-08-03T19:36:20.031Z,0,0
1343,29,54lJxpF9zl,40554,5155,1069,1914,2014-08-03T19:36:21.031Z,136504,0,9731,2014-08-03T19:36:21.031Z,2592,47
0,0,g44Qz2LP73,0,0,0,0,2014-08-03T19:36:21.583Z,0,0,0,2014-08-03T19:36:21.583Z,0,0
0,0,YD1Ia0ZWM9,0,0,0,0,2014-08-03T19:36:21.986Z,0,0,0,2014-08-03T19:36:21.986Z,0,0
4888,27,Kku8kEaHxv,86473,2509,870,1431,2014-08-03T19:36:22.009Z,638649,0,7044,2014-08-03T19:36:22.009Z,9690,38
0,0,0dOOPn9wwS,0,0,0,0,2014-08-03T19:36:22.787Z,0,0,0,2014-08-03T19:36:22.787Z,0,0
20236,27,Hs861AAGKg,192852,45818,19562,8780,2014-08-03T19:36:23.082Z,970060,0,22972,2014-08-03T19:36:23.082Z,4768,43
29760,40,zH2FEX5rrQ,13151,5185,9027,18671,2014-08-03T19:36:24.006Z,11367,0,11289,2014-08-03T19:36:24.006Z,7391,56
0,0,BAZELpwuwQ,0,0,0,0,2014-08-03T19:36:24.755Z,0,0,0,2014-08-03T19:36:24.755Z,0,0
2935,30,TueYvTgUQG,367410,4139,1538,3824,2014-08-03T19:36:25.061Z,280575,0,3119,2014-08-03T19:36:25.061Z,6594,27
0,0,ojN4GMnIRD,0,0,0,0,2014-08-03T19:36:26.638Z,0,0,0,2014-08-03T19:36:26.638Z,0,0
0,0,wzbyZ7OD85,0,0,0,0,2014-08-03T19:36:26.637Z,0,0,0,2014-08-03T19:36:26.637Z,0,0
4536,53,MuTmhFatQU,48226,1428,422,684,2014-08-03T19:36:28.369Z,532224,0,1679,2014-08-03T19:36:28.369Z,6969,20
88608,47,2RnmAEhMCg,170844,14636,4945,6913,2014-08-03T19:36:28.499Z,1197946,0,17257,2014-08-03T19:36:28.499Z,106893,27
0,0,7wQ5WGCVBe,0,0,0,0,2014-08-03T19:36:28.585Z,0,0,0,2014-08-03T19:36:28.585Z,0,0
51079,51,tvFZ3PyJkH,49074,6909,5780,8229,2014-08-03T19:36:28.672Z,793984,0,6442,2014-08-03T19:36:28.672Z,13523,8
1448,70,Di0gEvt3Ym,11016,2767,547,1297,2014-08-03T19:36:29.005Z,88112,0,864,2014-08-03T19:36:29.005Z,2625,24
62475,75,5J7UGxJYU4,42608,10943,3837,6568,2014-08-03T19:36:29.967Z,63226,0,9215,2014-08-03T19:36:29.967Z,26213,26
1360,78,TEfM7qUWdn,58296,7946,5604,3896,2014-08-03T19:36:30.958Z,36609,0,9056,2014-08-03T19:36:30.958Z,27476,38
0,0,5EiJSIc6FZ,0,0,0,0,2014-08-03T19:36:31.583Z,0,0,0,2014-08-03T19:36:31.583Z,0,0
11020,74,S2NYJl7PAa,23518,6001,2376,1318,2014-08-03T19:36:31.992Z,442971,0,4894,2014-08-03T19:36:31.992Z,10973,44
39696,77,fttkwpulXe,113383,13966,5604,7634,2014-08-03T19:36:32.980Z,227554,0,12109,2014-08-03T19:36:32.980Z,9547,47
15913,69,CNhjJbK7wd,27041,13094,6953,5583,2014-08-03T19:36:33.939Z,40135,0,5007,2014-08-03T19:36:33.939Z,9981,50
39112,74,4BlRBLOzrz,43464,15587,6619,6020,2014-08-03T19:36:34.968Z,10264,0,14915,2014-08-03T19:36:34.968Z,8290,54
11673,63,VsYQOjEy74,58865,8205,2591,4307,2014-08-03T19:36:36.969Z,13299,0,9404,2014-08-03T19:36:36.969Z,10965,66
47331,64,ydKsWxZCg7,77214,21189,3342,5614,2014-08-03T19:36:37.949Z,216958,0,7322,2014-08-03T19:36:37.949Z,17065,60
6619,64,ENMUYBcHox,33209,4771,6947,4530,2014-08-03T19:36:38.215Z,25406,0,9729,2014-08-03T19:36:38.215Z,3933,61
12575,64,1PKoxNTnvs,28413,2488,5191,2046,2014-08-03T19:36:38.914Z,2263,0,2904,2014-08-03T19:36:38.914Z,6975,51
13294,63,pG7kEerkFt,78405,4215,3486,7575,2014-08-03T19:36:39.972Z,456074,0,10997,2014-08-03T19:36:39.972Z,6852,44
9047,66,B3ls2sNYwj,70651,16419,4188,5092,2014-08-03T19:36:40.948Z,442450,0,12911,2014-08-03T19:36:40.948Z,39614,43
15387,64,IVY2zxn4zI,30516,10348,2942,3094,2014-08-03T19:36:41.940Z,26692,0,3376,2014-08-03T19:36:41.940Z,4101,47
4904,61,HwQhL1HqDb,16384,9470,5190,5734,2014-08-03T19:36:42.957Z,22435,0,3683,2014-08-03T19:36:42.957Z,7208,53
34526,67,wEnOZ0nI3c,60802,7722,3458,5559,2014-08-03T19:36:43.976Z,2753,0,13910,2014-08-03T19:36:43.976Z,7724,54
22318,67,Bsk1ABS2cI,39150,7681,5596,4344,2014-08-03T19:36:44.965Z,49474,0,12880,2014-08-03T19:36:44.965Z,5040,60
6485,63,GY9NLrKBLJ,47112,9915,5093,10071,2014-08-03T19:36:45.907Z,44745,0,8253,2014-08-03T19:36:45.907Z,8713,66
3021,56,JkIpWelh8f,26116,6703,8309,4354,2014-08-03T19:36:46.942Z,35023,0,15132,2014-08-03T19:36:46.942Z,5168,77
2198,51,KqsyZCQBeg,13848,6410,9107,11056,2014-08-03T19:36:47.946Z,32512,0,17647,2014-08-03T19:36:47.946Z,9682,91
0,0,fILxIzx6C3,0,0,0,0,2014-08-03T19:36:48.766Z,0,0,0,2014-08-03T19:36:48.766Z,0,0
88943,41,tdpTjGKiba,894537,76565,17966,25543,2014-08-03T19:36:49.054Z,1409808,0,52010,2014-08-03T19:36:49.054Z,46011,80
0,0,zQs6j43hZb,0,0,0,0,2014-08-03T19:36:49.052Z,0,0,0,2014-08-03T19:36:49.052Z,0,0
29477,37,FBKmEu1kWJ,242392,33812,13777,11289,2014-08-03T19:36:50.054Z,245674,0,22509,2014-08-03T19:36:50.054Z,16101,75
41596,48,Q4WKzJOWLX,50755,7895,4615,8977,2014-08-03T19:36:50.924Z,17174,0,7861,2014-08-03T19:36:50.924Z,5794,60
11378,53,MjIBjjp6hF,26698,6517,1650,4583,2014-08-03T19:36:52.312Z,151543,0,5504,2014-08-03T19:36:52.312Z,7535,44
0,0,yoSbi8GK6D,0,0,0,0,2014-08-03T19:36:52.577Z,0,0,0,2014-08-03T19:36:52.577Z,0,0
35327,63,QhinpMJhij,51758,10085,8995,8618,2014-08-03T19:36:52.967Z,486994,0,38548,2014-08-03T19:36:52.967Z,11064,63
139556,64,BruXtHn6oy,931787,36629,31067,36759,2014-08-03T19:36:53.910Z,680486,0,27650,2014-08-03T19:36:53.910Z,26788,53
0,0,P96lTED815,0,0,0,0,2014-08-03T19:36:54.496Z,0,0,0,2014-08-03T19:36:54.496Z,0,0
11358,53,GdhrQxmaMs,105993,6199,1812,1569,2014-08-03T19:36:54.868Z,698580,0,6790,2014-08-03T19:36:54.868Z,9878,48
0,0,OzGPrCJk15,0,0,0,0,2014-08-03T19:36:55.418Z,0,0,0,2014-08-03T19:36:55.418Z,0,0
0,0,AFuIZ6JYYY,0,0,0,0,2014-08-03T19:36:55.772Z,0,0,0,2014-08-03T19:36:55.772Z,0,0
5257,54,I8G0Q0KHHE,22589,5474,1009,1192,2014-08-03T19:36:56.092Z,412671,0,3389,2014-08-03T19:36:56.092Z,17262,44
6465,51,eml11BlKXi,42658,6632,1870,9964,2014-08-03T19:36:56.907Z,16459,0,5212,2014-08-03T19:36:56.907Z,10007,30
13348,53,wleR3gdKPt,72603,17426,4132,2989,2014-08-03T19:36:57.894Z,394138,0,13982,2014-08-03T19:36:57.894Z,3966,48
33608,63,eYrrMXG0wF,47918,17203,5154,7553,2014-08-03T19:36:58.879Z,127575,0,20746,2014-08-03T19:36:58.879Z,19206,60
9076,60,QXXEYfFiDX,21311,18485,3803,2918,2014-08-03T19:36:59.871Z,63602,0,10022,2014-08-03T19:36:59.871Z,10984,69
13341,56,1k22LTXABS,56569,11795,2378,3297,2014-08-03T19:37:00.869Z,831450,0,7564,2014-08-03T19:37:00.869Z,5700,69
30337,67,4pspRqgKhC,49865,12862,3995,5868,2014-08-03T19:37:01.949Z,218282,0,12939,2014-08-03T19:37:01.949Z,21953,67
5863,57,7k4sglOoyE,93217,20208,7335,9036,2014-08-03T19:37:02.883Z,339499,0,8308,2014-08-03T19:37:02.883Z,18673,60
0,0,ktgJ6yNO48,0,0,0,0,2014-08-03T19:37:03.390Z,0,0,0,2014-08-03T19:37:03.390Z,0,0
140551,57,kOfere3leq,316756,15231,8600,38103,2014-08-03T19:37:03.857Z,648529,0,28904,2014-08-03T19:37:03.857Z,22542,48
21115,63,0SUPPZ1afN,42460,9604,11016,6642,2014-08-03T19:37:04.857Z,22479,0,11738,2014-08-03T19:37:04.857Z,7950,51
6517,54,PFQq6gUjMi,17970,8393,8728,22153,2014-08-03T19:37:05.895Z,40290,0,8656,2014-08-03T19:37:05.895Z,4238,60
12810,64,b5qjUE3tLo,16828,11785,8148,16085,2014-08-03T19:37:06.857Z,53669,0,11027,2014-08-03T19:37:06.857Z,10218,70
17813,67,M1AeCmxzoR,83503,32468,8179,14270,2014-08-03T19:37:07.841Z,836039,0,17784,2014-08-03T19:37:07.841Z,70681,77
1198,54,CCgMCf8F9J,75578,18510,6964,10463,2014-08-03T19:37:08.856Z,104353,0,13449,2014-08-03T19:37:08.856Z,11744,77
734,60,crqFlP9tSp,26897,4582,7606,6758,2014-08-03T19:37:09.845Z,38437,0,7878,2014-08-03T19:37:09.845Z,19952,70
8498,61,wyCwa4yYio,16736,5348,2609,8696,2014-08-03T19:37:10.845Z,8834,0,3848,2014-08-03T19:37:10.845Z,7922,63
21895,50,ePbwxyRTuL,226920,8616,4851,3959,2014-08-03T19:37:11.848Z,29353,0,8053,2014-08-03T19:37:11.848Z,9822,53
583,50,GtBXexb0NT,10132,1706,511,1408,2014-08-03T19:37:12.839Z,51332,0,2797,2014-08-03T19:37:12.839Z,1226,56
7694,50,1VYk6xHgbv,12609,11352,7019,4310,2014-08-03T19:37:13.846Z,17097,0,8452,2014-08-03T19:37:13.846Z,10735,60
6096,43,CMSBMQBK7y,77322,3095,2186,3259,2014-08-03T19:37:14.819Z,24445,0,5994,2014-08-03T19:37:14.819Z,23101,53
5051,61,8rQqSBTBjA,5076,5936,3628,4792,2014-08-03T19:37:15.846Z,5394,0,7383,2014-08-03T19:37:15.846Z,14367,74
4821,78,rhTTrXJYSH,7482,3513,3799,4274,2014-08-03T19:37:16.832Z,5791,0,3123,2014-08-03T19:37:16.832Z,4630,70
3879,75,t1PFUBLPXW,4924,5553,5533,5705,2014-08-03T19:37:17.853Z,2780,0,7235,2014-08-03T19:37:17.853Z,3295,78
1979,61,zOHwPDMKeS,24483,10452,6520,4086,2014-08-03T19:37:18.807Z,23290,0,7603,2014-08-03T19:37:18.807Z,1280,93
19510,61,l76fwaYON1,23596,10991,5031,3495,2014-08-03T19:37:19.812Z,44048,0,4410,2014-08-03T19:37:19.812Z,22828,80
8041,67,zqSEEEvk5o,20815,11075,2639,2535,2014-08-03T19:37:20.809Z,42391,0,7864,2014-08-03T19:37:20.809Z,50281,75
20339,69,m3rkV7ECJ0,46481,12992,6953,5678,2014-08-03T19:37:21.793Z,13211,0,4223,2014-08-03T19:37:21.793Z,9523,53
0,0,DK048HAoP8,0,0,0,0,2014-08-03T19:37:22.712Z,0,0,0,2014-08-03T19:37:22.712Z,0,0
7978,84,ics8eNiDTx,43088,5603,630,1705,2014-08-03T19:37:23.029Z,173085,0,5652,2014-08-03T19:37:23.029Z,14149,43
14525,84,XbtK1rqs59,12456,4581,495,730,2014-08-03T19:37:23.848Z,89303,0,1647,2014-08-03T19:37:23.848Z,5980,40
24738,69,Znz2ETzWPp,87054,24491,3360,5056,2014-08-03T19:37:24.787Z,91405,0,17080,2014-08-03T19:37:24.787Z,14667,43
53076,74,hEUUX9ytys,82624,35294,4851,4807,2014-08-03T19:37:25.785Z,85036,0,13230,2014-08-03T19:37:25.785Z,51416,44
3066,69,m8Ljzajs0P,30794,15487,3865,2640,2014-08-03T19:37:26.775Z,42606,0,5589,2014-08-03T19:37:26.775Z,9466,47
13171,64,TBPFa7u97E,19198,8009,2147,5210,2014-08-03T19:37:27.774Z,18231,0,9395,2014-08-03T19:37:27.774Z,13182,61
3984,60,eCyJheso7C,39445,16088,4212,3737,2014-08-03T19:37:28.762Z,765283,0,17993,2014-08-03T19:37:28.762Z,8104,69
43529,60,QvHITc8PSL,32908,23033,6863,7652,2014-08-03T19:37:29.789Z,10687,0,10818,2014-08-03T19:37:29.789Z,3520,75
9104,61,TCaIDbd7Tp,19978,7323,12085,6988,2014-08-03T19:37:30.749Z,27914,0,18767,2014-08-03T19:37:30.749Z,6005,88
6067,53,wsg2QQEP4c,35303,3148,3708,9902,2014-08-03T19:37:31.788Z,8293,0,2350,2014-08-03T19:37:31.788Z,4398,77
9176,69,CZ0N6HOK8K,5484,5807,3074,4433,2014-08-03T19:37:32.758Z,11962,0,5418,2014-08-03T19:37:32.758Z,8727,70
32353,70,OKmUtP1ELh,38022,19247,3181,3520,2014-08-03T19:37:33.799Z,147236,0,15105,2014-08-03T19:37:33.799Z,23686,74
10657,81,MxVDigdS3Y,8581,1611,1113,1477,2014-08-03T19:37:34.809Z,69938,0,1089,2014-08-03T19:37:34.809Z,937,53
2496,87,LmkPLv4EcU,8055,4005,1365,2033,2014-08-03T19:37:35.734Z,104044,0,2638,2014-08-03T19:37:35.734Z,5591,63
9636,78,aPDtydTidU,30200,11796,6287,8504,2014-08-03T19:37:36.738Z,18750,0,6609,2014-08-03T19:37:36.738Z,5934,57
8614,67,kDSv2AkYgR,72040,8627,5890,7598,2014-08-03T19:37:37.803Z,320,0,11192,2014-08-03T19:37:37.803Z,14815,56
25781,56,dJcMMezvyn,115094,9432,2806,3669,2014-08-03T19:37:38.761Z,44904,0,3820,2014-08-03T19:37:38.761Z,9436,48
55984,48,ggSiF4KDXR,317122,41188,8860,3284,2014-08-03T19:37:39.753Z,223299,0,14851,2014-08-03T19:37:39.753Z,29866,35
153967,66,62HLEsRHkA,37038,32308,5615,2800,2014-08-03T19:37:40.812Z,216424,0,16713,2014-08-03T19:37:40.812Z,54508,29
31476,78,PTKHfQtmpc,31850,7826,2113,6996,2014-08-03T19:37:41.747Z,89199,0,9565,2014-08-03T19:37:41.747Z,22100,29
5553,81,9i3OLyHgGZ,17172,3326,571,3128,2014-08-03T19:37:42.725Z,120141,0,1549,2014-08-03T19:37:42.725Z,2481,38
72056,87,2a7yKpZueY,162664,8865,16192,13943,2014-08-03T19:37:43.767Z,530504,0,22345,2014-08-03T19:37:43.767Z,9798,47
5034,75,7x0swdSbvi,18053,4285,5526,4012,2014-08-03T19:37:44.698Z,10991,0,8032,2014-08-03T19:37:44.698Z,11903,56
5080,70,KnrCRUbLFG,14559,4208,761,1080,2014-08-03T19:37:45.758Z,157338,0,6062,2014-08-03T19:37:45.758Z,12293,60
30799,83,4weCpeyV2H,8258,9956,4302,3686,2014-08-03T19:37:46.991Z,23770,0,9668,2014-08-03T19:37:46.991Z,14475,69
10892,83,NNoD1eTcz5,29179,6637,2353,4586,2014-08-03T19:37:47.694Z,5804,0,8194,2014-08-03T19:37:47.694Z,7066,77
22172,78,wbx7WZEIe2,67600,6124,3637,3612,2014-08-03T19:37:48.692Z,14688,0,3503,2014-08-03T19:37:48.692Z,2499,60
36541,81,RVRaIYAWT0,27276,7493,3058,4290,2014-08-03T19:37:49.687Z,58431,0,15477,2014-08-03T19:37:49.687Z,20658,60
16790,69,5lTvsFVXut,143420,19061,3764,10379,2014-08-03T19:37:50.684Z,231452,0,10661,2014-08-03T19:37:50.684Z,46305,50
35873,69,UfPTGfFh9R,58812,10078,6091,7488,2014-08-03T19:37:51.685Z,10761,0,16370,2014-08-03T19:37:51.685Z,5747,48
0,0,KdxM5GFGIl,0,0,0,0,2014-08-03T19:37:52.368Z,0,0,0,2014-08-03T19:37:52.368Z,0,0
29485,80,KKSZrhOIqE,30345,11597,1056,1900,2014-08-03T19:37:53.192Z,428629,0,4605,2014-08-03T19:37:53.192Z,14793,51
2578,70,sthHpQOVnX,11870,6372,1059,2973,2014-08-03T19:37:53.685Z,49713,0,5945,2014-08-03T19:37:53.685Z,7566,54
1270,74,dFoc7ucFkc,4904,1113,2111,752,2014-08-03T19:37:54.667Z,53355,0,3042,2014-08-03T19:37:54.667Z,2682,70
0,0,VKVAf7Kcah,0,0,0,0,2014-08-03T19:37:55.432Z,0,0,0,2014-08-03T19:37:55.432Z,0,0
5359,64,zl45w0X6JR,75617,4506,3433,2876,2014-08-03T19:37:55.791Z,181822,0,2956,2014-08-03T19:37:55.791Z,10648,56
0,0,MG5VHBhKuP,0,0,0,0,2014-08-03T19:37:56.364Z,0,0,0,2014-08-03T19:37:56.364Z,0,0
0,0,nH6rlcTtQM,0,0,0,0,2014-08-03T19:37:56.668Z,0,0,0,2014-08-03T19:37:56.668Z,0,0
5499,57,sLd7fEiBNX,11292,2930,555,479,2014-08-03T19:37:57.009Z,41606,0,653,2014-08-03T19:37:57.009Z,770,53
0,0,y7oaFtirIY,0,0,0,0,2014-08-03T19:37:57.587Z,0,0,0,2014-08-03T19:37:57.587Z,0,0
0,0,FnvRMiThvR,0,0,0,0,2014-08-03T19:37:57.908Z,0,0,0,2014-08-03T19:37:57.908Z,0,0
12489,54,qyZDssWm6q,66329,4914,9610,2939,2014-08-03T19:37:58.245Z,845356,0,8055,2014-08-03T19:37:58.245Z,12430,43
29627,60,2WDe5RYVjb,39378,12209,4145,8137,2014-08-03T19:37:58.867Z,423004,0,2840,2014-08-03T19:37:58.867Z,8979,23
16128,67,RDnhXSeI60,31753,4441,6168,3118,2014-08-03T19:37:59.639Z,31973,0,8538,2014-08-03T19:37:59.639Z,5634,38
34846,78,DhsKdWvRRk,7675,16749,3900,12579,2014-08-03T19:38:00.612Z,229066,0,16389,2014-08-03T19:38:00.612Z,13174,57
0,0,vMccm6sRNe,0,0,0,0,2014-08-03T19:38:01.296Z,0,0,0,2014-08-03T19:38:01.296Z,0,0
125596,77,pnCN0NpPLc,567998,33160,8951,12618,2014-08-03T19:38:01.722Z,3255537,0,26305,2014-08-03T19:38:01.722Z,28296,48
0,0,qS2eH7MyHr,0,0,0,0,2014-08-03T19:38:02.364Z,0,0,0,2014-08-03T19:38:02.364Z,0,0
24379,69,9TRtv0tgAI,54570,6634,3241,13289,2014-08-03T19:38:02.689Z,601333,0,20182,2014-08-03T19:38:02.689Z,3603,64
1444,61,CF0XSGgbgv,17732,1996,886,810,2014-08-03T19:38:03.653Z,134647,0,1800,2014-08-03T19:38:03.653Z,3470,60
0,0,NS660zwMiR,0,0,0,0,2014-08-03T19:38:04.269Z,0,0,0,2014-08-03T19:38:04.269Z,0,0
6541,57,xQZO7Dphdm,9984,722,1720,2013,2014-08-03T19:38:04.644Z,121761,0,2642,2014-08-03T19:38:04.644Z,4094,51
6285,57,qa0ATQ9gQ9,27213,9124,4853,4186,2014-08-03T19:38:05.660Z,32655,0,9065,2014-08-03T19:38:05.660Z,5512,67
0,0,0GN4AxeDzE,0,0,0,0,2014-08-03T19:38:06.567Z,0,0,0,2014-08-03T19:38:06.567Z,0,0
22122,61,thRWv2uQeW,67438,5459,4445,4652,2014-08-03T19:38:06.928Z,261150,0,8370,2014-08-03T19:38:06.928Z,17135,57
0,0,eilayvpifB,0,0,0,0,2014-08-03T19:38:07.495Z,0,0,0,2014-08-03T19:38:07.495Z,0,0
5432,63,nQ6LjWeA6x,25241,1667,1527,738,2014-08-03T19:38:07.920Z,28489,0,993,2014-08-03T19:38:07.920Z,1789,50
10254,57,eciG2Lrcar,25825,5256,1634,3057,2014-08-03T19:38:08.631Z,69500,0,3454,2014-08-03T19:38:08.631Z,5048,47
0,0,BgHDcaUKLe,0,0,0,0,2014-08-03T19:38:09.661Z,0,0,0,2014-08-03T19:38:09.661Z,0,0
2432,63,4Y2oiRRtyO,16514,1043,480,1547,2014-08-03T19:38:09.726Z,175463,0,1219,2014-08-03T19:38:09.726Z,7655,34
522,57,zqrg1cjKjb,13492,2554,615,2153,2014-08-03T19:38:10.611Z,114700,0,3633,2014-08-03T19:38:10.611Z,6071,40
15700,50,6Ky4GgLCOE,196259,39151,9757,4965,2014-08-03T19:38:11.584Z,545319,0,14326,2014-08-03T19:38:11.584Z,16602,47
7187,47,F8hhW6Dzvf,31730,14023,7953,4574,2014-08-03T19:38:12.641Z,39117,0,12099,2014-08-03T19:38:12.641Z,12096,54
5113,43,Np0W2nk6zz,16550,11032,4173,4502,2014-08-03T19:38:13.595Z,3780,0,2669,2014-08-03T19:38:13.595Z,6709,61
16954,47,eS2jWwVBrf,27877,8609,2742,2282,2014-08-03T19:38:14.594Z,82288,0,8747,2014-08-03T19:38:14.594Z,5470,60
44752,57,iomfmEBM0E,149659,29138,13725,7269,2014-08-03T19:38:15.617Z,691105,0,13599,2014-08-03T19:38:15.617Z,21824,60
30619,50,CZw9raQzVV,602412,30654,29240,11273,2014-08-03T19:38:16.630Z,1091412,0,17855,2014-08-03T19:38:16.630Z,67124,41
0,0,xoOOHLyIEi,0,0,0,0,2014-08-03T19:38:17.305Z,0,0,0,2014-08-03T19:38:17.305Z,0,0
101853,51,ERP7Laf6C8,245912,61187,37811,26015,2014-08-03T19:38:17.629Z,573522,0,21222,2014-08-03T19:38:17.629Z,30291,37
11449,53,hlMSlmzSm6,23139,5754,1778,1274,2014-08-03T19:38:18.580Z,603114,0,1290,2014-08-03T19:38:18.580Z,5261,21
3507,51,YoBw8n3cQG,28869,5736,1469,2220,2014-08-03T19:38:19.595Z,256678,0,2562,2014-08-03T19:38:19.595Z,9010,21
21308,64,gLU3yiudE5,26315,10146,6099,6428,2014-08-03T19:38:20.535Z,38573,0,9748,2014-08-03T19:38:20.535Z,3752,40
1529,61,HcQRpPSDu8,20575,9896,1599,1291,2014-08-03T19:38:21.581Z,357732,0,4591,2014-08-03T19:38:21.581Z,9445,48
23483,51,n8LAwtH3Q6,114904,14345,4651,4351,2014-08-03T19:38:22.579Z,271124,0,13249,2014-08-03T19:38:22.579Z,4733,56
14182,56,Hio1Hut9NS,22706,10122,6938,20298,2014-08-03T19:38:23.552Z,10666,0,10357,2014-08-03T19:38:23.552Z,9150,67
